member_id,full_name,gender,date_of_birth,city,city_tier,state,occupation,marital_status,gym_branch_id,join_date,membership_type,referral_source,preferred_workout_time,has_personal_trainer,primary_goal,signup_channel,is_dob_missing,age,is_implausible_age
MBR-008166,Kiran Iyer,Male,2003-08-08,Bengaluru,Tier1,Karnataka,Student,Single,BR-033,2022-04-14,Basic,Justdial,Late Night,False,Muscle Gain,Website,False,23.0,False
MBR-000469,Deepak Rathi,Male,1986-11-19,Mumbai,Tier1,Maharashtra,Salaried-Non IT,Married,BR-039,2024-07-15,Basic,Walk-in,Morning,False,Rehab,App,False,39.7,False
MBR-009611,Kunal Mehta,Male,1995-05-20,Amritsar,Tier3,Punjab,Salaried-IT,Married,BR-026,2023-09-03,Basic,Justdial,Early Morning (5-7am),False,Muscle Gain,In-person,False,31.2,False
MBR-008224,Lakshmi Varma,Female,1993-09-01,Bengaluru,Tier1,Karnataka,Govt Employee,Married,BR-033,2023-01-16,Basic,Friend Referral,Early Morning (5-7am),False,Rehab,In-person,False,33.0,False
MBR-004633,Ramesh Chandran,Male,2001-09-23,Bengaluru,Tier1,Karnataka,Govt Employee,Single,BR-033,2024-11-25,Basic,Walk-in,Late Night,False,Weight Loss,In-person,False,24.9,False
MBR-013038,Ramesh Venkataraman,Male,1997-04-08,Hyderabad,Tier1,Telangana,Freelancer,Married,BR-022,2024-11-12,Basic,Walk-in,Morning,False,Muscle Gain,In-person,False,29.3,False
MBR-000342,Karan Sethi,Male,1996-03-11,Jaipur,Tier2,Rajasthan,Salaried-IT,Single,BR-020,2025-03-17,Standard,Friend Referral,Evening (6-9pm),False,Muscle Gain,In-person,False,30.4,False
MBR-014829,Abhinav Aggarwal,Male,1997-09-28,Chandigarh,Tier2,Punjab,Business Owner,Single,BR-008,2021-01-02,Premium,Walk-in,Early Morning (5-7am),False,Weight Loss,Website,False,28.9,False
MBR-009492,Manish Sethi,Male,1994-08-14,Nashik,Tier3,Maharashtra,Salaried-IT,Single,BR-012,2024-01-08,Standard,Walk-in,Late Night,False,Muscle Gain,In-person,False,32.0,False
MBR-013406,Aryan Grover,Male,1997-06-12,Indore,Tier2,Madhya Pradesh,Govt Employee,Single,BR-018,2023-10-06,Basic,Friend Referral,Early Morning (5-7am),False,Weight Loss,In-person,False,29.2,False
MBR-006092,Mansi Bhosale,Female,2005-08-28,Patna,Tier3,Bihar,Student,Single,BR-032,2021-07-13,Standard,Walk-in,Late Night,False,Sports Training,App,False,21.0,False
MBR-010420,Amit Khurana,Male,2007-05-17,Indore,Tier2,Madhya Pradesh,Student,Single,BR-018,2024-07-03,Standard,Walk-in,Morning,True,Sports Training,In-person,False,19.2,False
MBR-001620,Mansi Shah,Female,2005-12-11,Surat,Tier2,Gujarat,Freelancer,Single,BR-031,2022-12-26,Premium,Instagram Ad,Afternoon,False,General Fitness,In-person,False,20.7,False
MBR-005083,Uma  Balan,Female,2003-03-28,Bengaluru,Tier1,Karnataka,Student,Single,BR-033,2021-03-22,Premium,Walk-in,Early Morning (5-7am),False,Weight Loss,App,False,23.4,False
MBR-012582,Ishita Saxena,Female,1996-12-13,Nashik,Tier3,Maharashtra,Salaried-IT,Single,BR-012,2022-11-09,Basic,Instagram Ad,Evening (6-9pm),False,Rehab,In-person,False,29.7,False
MBR-002491,Sanjay Tiwari,Male,1998-06-15,Mumbai,Tier1,Maharashtra,Salaried-IT,Single,BR-026,2024-12-20,Standard,Walk-in,Morning,False,Muscle Gain,App,False,28.2,False
MBR-015400,Shalini Menon,Female,1996-09-12,Visakhapatnam,Tier2,Andhra Pradesh,Salaried-IT,Single,BR-024,2022-09-04,Basic,Corporate Tie-up,Early Morning (5-7am),False,Muscle Gain,In-person,False,29.9,False
MBR-011368,Karthik Reddy,Male,1988-09-20,Pune,Tier1,Maharashtra,Business Owner,Married,BR-035,2024-04-10,Basic,Aggregator App,Evening (6-9pm),False,Weight Loss,App,False,37.9,False
MBR-002661,Kiran Anand,Female,2007-04-20,Jaipur,Tier2,Rajasthan,Student,Single,BR-020,2023-01-11,Basic,Friend Referral,Evening (6-9pm),False,Muscle Gain,In-person,False,19.3,False
MBR-017411,Sudip Banerjee,Male,1978-04-17,Ranchi,Tier3,Jharkhand,Business Owner,Other,BR-013,2022-01-09,Basic,Instagram Ad,Early Morning (5-7am),False,Weight Loss,Website,False,48.3,False
MBR-001928,Prasad Naidu,Male,2005-11-10,Bengaluru,Tier1,Karnataka,Govt Employee,Married,BR-033,2025-06-12,Premium,Friend Referral,Evening (6-9pm),False,Weight Loss,In-person,False,20.8,False
MBR-016693,Sourav Pal,Male,1996-01-04,Kolkata,Tier1,West Bengal,Business Owner,Married,BR-017,2025-05-26,Basic,Friend Referral,Morning,False,General Fitness,Website,False,30.6,False
MBR-008912,Mahesh Shetty,Male,1997-08-17,Coimbatore,Tier2,Tamil Nadu,Salaried-IT,Single,BR-014,2025-01-27,PT-Combo,Walk-in,Early Morning (5-7am),True,Weight Loss,Website,False,29.0,False
MBR-002834,Sourav Saha,Male,,Mumbai,Tier1,Maharashtra,Salaried-Non IT,Single,BR-016,2022-06-20,Standard,Instagram Ad,Early Morning (5-7am),False,Weight Loss,App,True,,False
MBR-005180,Rajesh Anand,Male,1995-09-10,Delhi,Tier1,Delhi,Business Owner,Married,BR-005,2024-05-14,Basic,Instagram Ad,Evening (6-9pm),False,Muscle Gain,In-person,False,30.9,False
MBR-014692,Komal Bhalla,Female,2003-04-10,Mumbai,Tier1,Maharashtra,Salaried-Non IT,Married,BR-016,2025-02-09,Standard,Walk-in,Evening (6-9pm),False,Weight Loss,In-person,False,23.3,False
MBR-006862,Naveen Venkataraman,Male,1994-05-02,Chennai,Tier1,Tamil Nadu,Homemaker,Married,BR-010,2024-01-11,Standard,Justdial,Early Morning (5-7am),False,General Fitness,App,False,32.3,False
MBR-012205,Nishant Bhosale,Male,1995-07-08,Vadodara,Tier2,Gujarat,Salaried-IT,Single,BR-003,2025-05-07,Premium,Friend Referral,Morning,True,Weight Loss,In-person,False,31.1,False
MBR-003181,Aryan Anand,Male,1994-07-18,Chandigarh,Tier2,Punjab,Freelancer,Single,BR-008,2021-02-26,Premium,Friend Referral,Early Morning (5-7am),False,General Fitness,Website,False,32.1,False
MBR-015053,Balaji Nair,Male,1995-08-24,Kolkata,Tier1,West Bengal,Salaried-IT,Single,BR-017,2022-01-24,Basic,Justdial,Morning,False,Pre-Wedding Prep,App,False,31.0,False
MBR-001654,Karthik Menon,Male,1991-07-16,Delhi,Tier1,Delhi,Freelancer,Married,BR-018,2023-01-08,Basic,Friend Referral,Afternoon,False,General Fitness,Website,False,35.1,False
MBR-008942,Mahesh Gowda,Male,1977-01-02,Coimbatore,Tier2,Tamil Nadu,Homemaker,Married,BR-014,2023-10-09,Standard,Walk-in,Evening (6-9pm),False,General Fitness,Website,False,49.6,False
MBR-000689,Sourav Nag,Male,1994-11-21,Kolkata,Tier1,West Bengal,Freelancer,Married,BR-017,2022-01-05,Premium,Walk-in,Morning,True,Rehab,Website,False,31.7,False
MBR-016307,Siddharth Chauhan,Male,2002-02-19,Jaipur,Tier2,Rajasthan,Salaried-Non IT,Single,BR-013,2025-08-09,Standard,Instagram Ad,Afternoon,False,Sports Training,In-person,False,24.5,False
MBR-002862,Paromita Das,Female,1990-07-07,Kolkata,Tier1,West Bengal,Govt Employee,Single,BR-017,2021-01-02,Standard,Instagram Ad,Evening (6-9pm),False,Rehab,App,False,36.1,False
MBR-015180,Puneet Arora,Male,1990-08-28,Indore,Tier2,Madhya Pradesh,Govt Employee,Married,BR-018,2022-04-03,Standard,Walk-in,Evening (6-9pm),False,Weight Loss,App,False,36.0,False
MBR-011565,Shalini Venkataraman,Female,1997-07-19,Bengaluru,Tier1,Karnataka,Govt Employee,Single,BR-033,2023-10-04,Standard,Instagram Ad,Afternoon,False,General Fitness,App,False,29.1,False
MBR-007851,Shreya Khanna,Female,1994-01-27,Lucknow,Tier2,Uttar Pradesh,Salaried-Non IT,Married,BR-040,2025-02-17,Basic,Friend Referral,Evening (6-9pm),False,Muscle Gain,In-person,False,32.5,False
MBR-003097,Rohan Mehta,Male,2000-10-17,Chennai,Tier1,Tamil Nadu,Salaried-IT,Married,BR-010,2024-12-28,PT-Combo,Aggregator App,Evening (6-9pm),True,Muscle Gain,App,False,25.8,False
MBR-009751,Piya Sarkar,Female,1991-09-23,Patna,Tier3,Bihar,Homemaker,Married,BR-032,2022-04-17,Basic,Justdial,Evening (6-9pm),False,Rehab,Website,False,34.9,False
MBR-009274,Nikhil Kher,Male,2000-05-06,Kolkata,Tier1,West Bengal,Student,Single,BR-017,2022-10-20,Basic,Corporate Tie-up,Evening (6-9pm),False,Weight Loss,App,False,26.3,False
MBR-013209,Komal Rane,Female,2002-12-08,Pune,Tier1,Maharashtra,Student,Single,BR-027,2021-01-17,Standard,Instagram Ad,Late Night,False,Muscle Gain,App,False,23.7,False
MBR-011664,Bhavana Varma,Female,2004-09-14,Hyderabad,Tier1,Telangana,Student,Single,BR-034,2021-01-08,PT-Combo,Corporate Tie-up,Afternoon,True,Rehab,Website,False,21.9,False
MBR-017043,Dinesh  Reddy,Male,1975-06-16,Bengaluru,Tier1,Karnataka,Salaried-Non IT,Married,BR-033,2023-12-20,PT-Combo,Friend Referral,Evening (6-9pm),True,Muscle Gain,App,False,51.2,False
MBR-010046,Nisha Mehta,Female,1999-03-03,Lucknow,Tier2,Uttar Pradesh,Salaried-IT,Married,BR-040,2024-01-18,Basic,Justdial,Late Night,False,General Fitness,Website,False,27.4,False
MBR-013150,Rajesh Nag,Male,1991-07-12,Patna,Tier3,Bihar,Business Owner,Married,BR-006,2021-06-22,Basic,Justdial,Evening (6-9pm),False,General Fitness,In-person,False,35.1,False
MBR-013503,Preeti Saxena,Female,,Kolkata,Tier1,West Bengal,Salaried-IT,Married,BR-017,2024-06-09,Basic,Walk-in,Evening (6-9pm),False,General Fitness,Website,True,,False
MBR-006879,Komal Desai,Female,1988-10-08,Surat,Tier2,Gujarat,Freelancer,Single,BR-031,2024-05-02,Basic,Corporate Tie-up,Evening (6-9pm),False,Sports Training,Website,False,37.8,False
MBR-013137,Kunal Kulkarni,Male,2001-01-01,Lucknow,Tier2,Uttar Pradesh,Student,Single,BR-004,2024-12-17,Standard,Friend Referral,Evening (6-9pm),False,General Fitness,Website,False,25.6,False
MBR-017498,Moushumi Roy,Female,,Kolkata,Tier1,West Bengal,Govt Employee,Single,BR-017,2023-01-01,Standard,Friend Referral,Late Night,False,Weight Loss,App,True,,False
MBR-012464,Kavita Khanna,Female,2000-05-21,Jaipur,Tier2,Rajasthan,Homemaker,Married,BR-013,2025-07-11,Premium,Instagram Ad,Evening (6-9pm),False,General Fitness,In-person,False,26.2,False
MBR-014167,Radha Rao,Female,1992-09-16,Dehradun,Tier3,Uttarakhand,Salaried-Non IT,Single,BR-004,2023-11-17,Basic,Corporate Tie-up,Afternoon,False,Weight Loss,In-person,False,33.9,False
MBR-000383,Vijay Nambiar,Male,1999-01-27,Chennai,Tier1,Tamil Nadu,Salaried-IT,Single,BR-015,2025-01-04,Standard,Walk-in,Evening (6-9pm),False,Weight Loss,In-person,False,27.5,False
MBR-013805,Pooja Khanna,Female,1992-07-07,Jaipur,Tier2,Rajasthan,Salaried-Non IT,Married,BR-020,2024-02-17,Standard,Walk-in,Evening (6-9pm),False,Muscle Gain,App,False,34.1,False
MBR-008946,Anjali Kapoor,Female,2003-09-03,Coimbatore,Tier2,Tamil Nadu,Salaried-Non IT,Single,BR-019,2024-01-18,Basic,Friend Referral,Late Night,False,Muscle Gain,App,False,22.9,False
MBR-009483,Suresh Raman,Male,1999-01-04,Visakhapatnam,Tier2,Andhra Pradesh,Student,Single,BR-024,2021-01-11,Standard,Walk-in,Morning,False,Weight Loss,In-person,False,27.6,False
MBR-000240,Aditya Rathi,Male,1999-06-06,Mumbai,Tier1,Maharashtra,Salaried-Non IT,Single,BR-039,2023-01-01,Standard,Instagram Ad,Evening (6-9pm),False,Weight Loss,App,False,27.2,False
MBR-009857,Vandana Verma,Female,1993-10-01,Lucknow,Tier2,Uttar Pradesh,Govt Employee,Married,BR-004,2021-11-14,Standard,Friend Referral,Evening (6-9pm),False,Muscle Gain,App,False,32.9,False
MBR-013315,Ranjan Roy,Male,2007-09-16,Bengaluru,Tier1,Karnataka,Student,Single,BR-033,2024-11-05,Premium,Aggregator App,Late Night,False,General Fitness,App,False,18.9,False
MBR-010852,Shalini Tiwari,Female,2004-04-03,Delhi,Tier1,Delhi,Business Owner,Single,BR-005,2025-03-18,Basic,Justdial,Evening (6-9pm),False,Weight Loss,In-person,False,22.4,False
MBR-004012,Dinesh Nambiar,Male,,Lucknow,Tier2,Uttar Pradesh,Govt Employee,Single,BR-030,2024-01-27,Basic,Instagram Ad,Afternoon,False,Muscle Gain,Website,True,,False
MBR-013583,Abhinav Grover,Male,1995-01-28,Nashik,Tier3,Maharashtra,Govt Employee,Married,BR-012,2024-09-02,Standard,Instagram Ad,Evening (6-9pm),True,Muscle Gain,In-person,False,31.5,False
MBR-010382,Riya Chavan,Female,1992-01-16,Ahmedabad,Tier1,Gujarat,Student,Other,BR-038,2021-08-23,Premium,Justdial,Morning,True,Sports Training,In-person,False,34.6,False
MBR-012182,Arjun Varma,Male,1996-01-22,Bengaluru,Tier1,Karnataka,Student,Single,BR-033,2023-11-03,Standard,Friend Referral,Morning,False,Muscle Gain,In-person,False,30.6,False
MBR-001532,Tejas Desai,Male,1997-01-12,Pune,Tier1,Maharashtra,Student,Single,BR-038,2022-07-15,Basic,Friend Referral,Late Night,False,Muscle Gain,App,False,29.6,False
MBR-015408,Srinivas Nair,Male,2008-11-21,Hyderabad,Tier1,Telangana,Student,Single,BR-022,2025-09-28,Premium,Instagram Ad,Evening (6-9pm),False,Muscle Gain,Website,False,17.7,False
MBR-010853,Anusha Iyer,Female,1981-11-07,Mumbai,Tier1,Maharashtra,Salaried-IT,Married,BR-026,2024-03-23,Standard,Justdial,Evening (6-9pm),False,General Fitness,In-person,False,44.8,False
MBR-013676,Ravi Bansal,Male,1992-05-27,Gurugram,Tier1,Haryana,Business Owner,Married,BR-037,2021-05-03,Basic,Justdial,Morning,False,Muscle Gain,App,False,34.2,False
MBR-000339,Sushma Iyengar,Female,,Kolkata,Tier1,West Bengal,Student,Single,BR-017,2022-07-26,Premium,Walk-in,Early Morning (5-7am),False,Muscle Gain,In-person,True,,False
MBR-006818,Aditya Rane,Male,1994-05-08,Bengaluru,Tier1,Karnataka,Freelancer,Married,BR-033,2022-04-13,Basic,Aggregator App,Evening (6-9pm),False,General Fitness,Website,False,32.3,False
MBR-002348,Meena Khanna,Female,2007-02-26,Amritsar,Tier3,Punjab,Salaried-Non IT,Single,BR-026,2025-05-07,Standard,Walk-in,Late Night,False,Weight Loss,Website,False,19.5,False
MBR-014833,Sanjay Anand,Male,1993-08-13,Gurugram,Tier1,Haryana,Freelancer,Married,BR-009,2022-01-07,PT-Combo,Walk-in,Evening (6-9pm),False,General Fitness,In-person,False,33.0,False
MBR-001252,Neha Sharma,Female,2001-01-05,Jalandhar,Tier2,Punjab,Govt Employee,Married,BR-007,2024-03-19,Standard,Walk-in,Evening (6-9pm),False,Muscle Gain,App,False,25.6,False
MBR-010085,Barnali Pal,Female,2003-11-24,Hyderabad,Tier1,Telangana,Freelancer,Single,BR-034,2025-06-21,Premium,Friend Referral,Evening (6-9pm),False,Muscle Gain,App,False,22.7,False
MBR-012245,Nisha Kher,Female,1993-02-19,Nashik,Tier3,Maharashtra,Business Owner,Married,BR-012,2025-03-12,Premium,Corporate Tie-up,Evening (6-9pm),False,Muscle Gain,App,False,33.5,False
MBR-003671,Radhika Saxena,Female,1980-12-03,Delhi,Tier1,Delhi,Homemaker,Married,BR-028,2021-05-14,Basic,Walk-in,Afternoon,False,Weight Loss,Website,False,45.7,False
MBR-008761,Anjali Bhosale,Female,2005-03-02,Ahmedabad,Tier1,Gujarat,Business Owner,Single,BR-038,2023-01-28,Standard,Walk-in,Evening (6-9pm),True,Weight Loss,In-person,False,21.5,False
MBR-007741,Kiran Nair,Male,1992-02-01,Chennai,Tier1,Tamil Nadu,Salaried-Non IT,Single,BR-002,2022-05-22,Basic,Friend Referral,Evening (6-9pm),False,Pre-Wedding Prep,In-person,False,34.5,False
MBR-003454,Mansi Chavan,Female,1997-06-27,Pune,Tier1,Maharashtra,Govt Employee,Single,BR-035,2021-11-18,Premium,Instagram Ad,Late Night,False,Weight Loss,App,False,29.1,False
MBR-015790,Vijay Venkataraman,Male,1999-03-09,Hyderabad,Tier1,Telangana,Govt Employee,Single,BR-034,2024-09-13,Standard,Friend Referral,Early Morning (5-7am),False,Sports Training,App,False,27.4,False
MBR-008629,Pooja Joshi,Female,2005-11-02,Pune,Tier1,Maharashtra,Student,Single,BR-035,2023-03-24,Premium,Walk-in,Late Night,False,General Fitness,App,False,20.8,False
MBR-009752,Ishita Tiwari,Female,1991-04-18,Delhi,Tier1,Delhi,Salaried-Non IT,Married,BR-028,2023-02-17,Standard,Walk-in,Early Morning (5-7am),False,Muscle Gain,In-person,False,35.3,False
MBR-009111,Neha Jadhav,Female,1995-11-15,Mumbai,Tier1,Maharashtra,Salaried-Non IT,Single,BR-039,2022-05-26,Standard,Walk-in,Afternoon,False,General Fitness,In-person,False,30.7,False
MBR-000656,Manoj Menon,Male,1998-03-24,Nagpur,Tier2,Maharashtra,Salaried-IT,Married,BR-021,2023-02-16,PT-Combo,Justdial,Evening (6-9pm),True,Muscle Gain,In-person,False,28.4,False
MBR-007458,Vidya Nair,Female,1995-01-19,Chandigarh,Tier2,Punjab,Freelancer,Single,BR-008,2022-04-27,Premium,Walk-in,Early Morning (5-7am),False,General Fitness,Website,False,31.6,False
MBR-008747,Venkatesh Iyengar,Male,1996-03-25,Lucknow,Tier2,Uttar Pradesh,Homemaker,Single,BR-040,2022-01-18,Basic,Walk-in,Early Morning (5-7am),False,General Fitness,App,False,30.4,False
MBR-004877,Kishore Nambiar,Male,1998-10-17,Chennai,Tier1,Tamil Nadu,Govt Employee,Single,BR-010,2023-02-13,Premium,Walk-in,Afternoon,False,Muscle Gain,App,False,27.8,False
MBR-015323,Ravi Verma,Male,2004-02-07,Delhi,Tier1,Delhi,Student,Single,BR-005,2023-02-23,PT-Combo,Instagram Ad,Evening (6-9pm),True,Muscle Gain,Website,False,22.5,False
MBR-010235,Sameer Patel,Male,1991-09-21,Surat,Tier2,Gujarat,Homemaker,Other,BR-031,2024-07-25,PT-Combo,Walk-in,Afternoon,True,General Fitness,App,False,34.9,False
MBR-006629,Manisha Anand,Female,1980-07-22,Dehradun,Tier3,Uttarakhand,Homemaker,Married,BR-004,2023-01-18,Basic,Walk-in,Morning,False,Weight Loss,In-person,False,46.1,False
MBR-013486,Biswajit Dutta,Male,2005-07-09,Patna,Tier3,Bihar,Student,Single,BR-032,2023-08-18,Basic,Friend Referral,Early Morning (5-7am),False,Weight Loss,In-person,False,21.1,False
MBR-004389,Balaji Murthy,Male,1997-04-23,Lucknow,Tier2,Uttar Pradesh,Freelancer,Married,BR-030,2024-10-02,Basic,Justdial,Evening (6-9pm),False,General Fitness,In-person,False,29.3,False
MBR-007595,Parth Deshmukh,Male,1995-04-15,Ahmedabad,Tier1,Gujarat,Govt Employee,Single,BR-038,2023-01-16,PT-Combo,Instagram Ad,Morning,False,Muscle Gain,In-person,False,31.3,False
MBR-009668,Vignesh Iyengar,Male,2004-10-22,Mumbai,Tier1,Maharashtra,Salaried-Non IT,Single,BR-029,2021-11-18,Standard,Walk-in,Evening (6-9pm),False,Muscle Gain,Website,False,21.8,False
MBR-014775,Ashish Grover,Male,2004-12-02,Gurugram,Tier1,Haryana,Business Owner,Single,BR-037,2023-12-03,Premium,Corporate Tie-up,Evening (6-9pm),False,Sports Training,In-person,False,21.7,False
MBR-014276,Aravind Gowda,Male,1998-02-28,Visakhapatnam,Tier2,Andhra Pradesh,Govt Employee,Single,BR-024,2021-10-11,Basic,Walk-in,Evening (6-9pm),False,General Fitness,In-person,False,28.5,False
MBR-013134,Harish Nambiar,Male,1985-12-14,Bengaluru,Tier1,Karnataka,Govt Employee,Married,BR-033,2022-09-28,Basic,Instagram Ad,Evening (6-9pm),False,Weight Loss,In-person,False,40.7,False
MBR-008795,Manoj Raman,Male,1997-09-13,Pune,Tier1,Maharashtra,Salaried-IT,Married,BR-038,2025-01-17,Basic,Instagram Ad,Morning,False,Weight Loss,App,False,28.9,False
MBR-008804,Uma Menon,Female,1999-03-10,Nashik,Tier3,Maharashtra,Salaried-Non IT,Single,BR-012,2023-06-14,PT-Combo,Walk-in,Evening (6-9pm),True,Weight Loss,In-person,False,27.4,False
MBR-013462,Sowmya Gowda,Female,1994-10-11,Coimbatore,Tier2,Tamil Nadu,Salaried-Non IT,Single,BR-019,2022-01-21,Standard,Corporate Tie-up,Morning,False,Sports Training,In-person,False,31.8,False
MBR-002358,Abhinav Chauhan,Male,1993-05-20,Jaipur,Tier2,Rajasthan,Business Owner,Married,BR-020,2025-01-27,Basic,Walk-in,Early Morning (5-7am),False,Rehab,Website,False,33.2,False
MBR-004205,Omkar Gaikwad,Male,2009-08-24,Mumbai,Tier1,Maharashtra,Student,Single,BR-039,2025-02-01,Standard,Friend Referral,Early Morning (5-7am),False,General Fitness,Website,False,17.0,False
MBR-007336,Mohit Anand,Male,,Pune,Tier1,Maharashtra,Student,Single,BR-035,2025-05-16,Basic,Instagram Ad,Evening (6-9pm),False,Muscle Gain,App,True,,False
MBR-004327,Simran Khanna,Female,1996-02-02,Lucknow,Tier2,Uttar Pradesh,Student,Single,BR-040,2024-07-13,Standard,Friend Referral,Early Morning (5-7am),False,Weight Loss,Website,False,30.5,False
MBR-012232,Tanvi Mehta,Female,1981-09-03,Delhi,Tier1,Delhi,Homemaker,Other,BR-005,2024-01-17,Standard,Walk-in,Evening (6-9pm),False,Weight Loss,In-person,False,44.9,False
MBR-010664,Amit Dutta,Male,1968-11-16,Kolkata,Tier1,West Bengal,Salaried-Non IT,Married,BR-017,2022-09-18,Premium,Walk-in,Morning,False,Weight Loss,Website,False,57.7,False
MBR-009926,Ganesh Venkataraman,Male,1995-12-24,Coimbatore,Tier2,Tamil Nadu,Salaried-Non IT,Married,BR-014,2023-03-09,Premium,Corporate Tie-up,Afternoon,False,Rehab,App,False,30.6,False
MBR-000212,Nikhil Kale,Male,2000-08-03,Nagpur,Tier2,Maharashtra,Salaried-Non IT,Single,BR-001,2025-07-23,Standard,Walk-in,Evening (6-9pm),False,General Fitness,Website,False,26.0,False
MBR-003651,Abhinav Aggarwal,Male,2005-04-27,Visakhapatnam,Tier2,Andhra Pradesh,Student,Single,BR-024,2025-01-16,Premium,Walk-in,Evening (6-9pm),True,Muscle Gain,App,False,21.3,False
MBR-013591,Aditya Desai,Male,,Gurugram,Tier1,Haryana,Salaried-IT,Married,BR-037,2023-01-17,Standard,Instagram Ad,Late Night,False,Weight Loss,Website,True,,False
MBR-013117,Abhijit Bhosale,Male,2004-12-18,Ahmedabad,Tier1,Gujarat,Student,Single,BR-038,2023-11-01,Standard,Instagram Ad,Morning,False,Rehab,In-person,False,21.7,False
MBR-008344,Tarun Mehta,Male,1978-11-01,Mumbai,Tier1,Maharashtra,Business Owner,Married,BR-016,2022-09-09,Premium,Walk-in,Evening (6-9pm),False,Muscle Gain,In-person,False,47.8,False
MBR-016424,Karthik Rao,Male,2004-07-07,Chennai,Tier1,Tamil Nadu,Student,Single,BR-002,2023-01-09,Standard,Corporate Tie-up,Morning,False,Rehab,Website,False,22.1,False
MBR-007547,Swati Aggarwal,Female,1977-11-03,Indore,Tier2,Madhya Pradesh,Homemaker,Married,BR-018,2021-01-21,Standard,Corporate Tie-up,Evening (6-9pm),False,Muscle Gain,App,False,48.8,False
MBR-013126,Siddharth Arora,Male,1993-01-03,Delhi,Tier1,Delhi,Govt Employee,Other,BR-028,2024-07-24,Standard,Walk-in,Evening (6-9pm),False,Muscle Gain,In-person,False,33.6,False
MBR-017400,Naveen Menon,Male,2005-04-26,Bengaluru,Tier1,Karnataka,Salaried-Non IT,Single,BR-033,2024-09-28,Standard,Walk-in,Early Morning (5-7am),False,General Fitness,App,False,21.3,False
MBR-015651,Vidya Pillai,Female,1979-05-28,Chennai,Tier1,Tamil Nadu,Business Owner,Married,BR-002,2021-06-23,Standard,Instagram Ad,Late Night,False,Muscle Gain,App,False,47.2,False
MBR-012458,Manish Arora,Male,1986-04-16,Jaipur,Tier2,Rajasthan,Govt Employee,Married,BR-013,2024-01-16,Premium,Friend Referral,Morning,False,Sports Training,In-person,False,40.3,False
MBR-005962,Kaushik Roy,Male,1995-09-18,Patna,Tier3,Bihar,Salaried-IT,Married,BR-023,2023-01-12,Basic,Corporate Tie-up,Early Morning (5-7am),False,General Fitness,App,False,30.9,False
MBR-014373,Santhosh Nambiar,Male,1998-02-22,Bengaluru,Tier1,Karnataka,Govt Employee,Married,BR-033,2024-01-22,Basic,Justdial,Evening (6-9pm),False,Rehab,App,False,28.5,False
MBR-002074,Padma Iyengar,Female,1995-07-21,Bengaluru,Tier1,Karnataka,Govt Employee,Single,BR-033,2021-06-15,Basic,Instagram Ad,Evening (6-9pm),False,Sports Training,App,False,31.1,False
MBR-000783,Suyash Naik,Male,1997-03-13,Mumbai,Tier1,Maharashtra,Salaried-Non IT,Single,BR-036,2021-10-19,Standard,Walk-in,Late Night,False,Muscle Gain,Website,False,29.4,False
MBR-004494,Venkatesh Balan,Male,2005-09-24,Bengaluru,Tier1,Karnataka,Freelancer,Single,BR-033,2022-04-11,Basic,Friend Referral,Early Morning (5-7am),False,Muscle Gain,Website,False,20.9,False
MBR-011246,Neha Bhalla,Female,2004-03-26,Pune,Tier1,Maharashtra,Govt Employee,Single,BR-027,2022-10-07,Basic,Walk-in,Evening (6-9pm),False,Sports Training,Website,False,22.4,False
MBR-000167,Biswajit Banerjee,Male,1995-12-16,Mumbai,Tier1,Maharashtra,Salaried-Non IT,Other,BR-036,2022-03-11,Basic,Friend Referral,Morning,False,Rehab,Website,False,30.7,False
MBR-011982,Ashish Chopra,Other,1991-09-07,Indore,Tier2,Madhya Pradesh,Salaried-Non IT,Married,BR-018,2022-12-23,Premium,Instagram Ad,Evening (6-9pm),False,Weight Loss,In-person,False,34.9,False
MBR-007850,Biswajit Das,Male,1995-09-01,Mumbai,Tier1,Maharashtra,Salaried-Non IT,Single,BR-029,2025-01-14,Basic,Walk-in,Morning,False,Muscle Gain,App,False,31.0,False
MBR-007074,Karan Chopra,Male,2007-06-03,Jaipur,Tier2,Rajasthan,Student,Single,BR-013,2024-11-19,Basic,Friend Referral,Evening (6-9pm),False,General Fitness,App,False,19.2,False
MBR-016104,Ishita Verma,Female,1997-02-01,Delhi,Tier1,Delhi,Salaried-Non IT,Married,BR-028,2024-11-09,Basic,Corporate Tie-up,Late Night,False,Muscle Gain,Website,False,29.5,False
MBR-017082,Sushma Balan,Female,1967-03-02,Chennai,Tier1,Tamil Nadu,Business Owner,Married,BR-015,2024-10-24,Basic,Walk-in,Evening (6-9pm),True,Muscle Gain,Website,False,59.5,False
MBR-016690,Sanjay Patel,Male,1998-12-19,Chennai,Tier1,Tamil Nadu,Homemaker,Married,BR-015,2022-06-23,Standard,Walk-in,Evening (6-9pm),False,Rehab,Website,False,27.7,False
MBR-006106,Naveen Raman,Male,2006-07-10,Bengaluru,Tier1,Karnataka,Business Owner,Single,BR-033,2024-02-20,Basic,Walk-in,Early Morning (5-7am),False,General Fitness,Website,False,20.1,False
MBR-013514,Paromita Mukherjee,Female,1999-02-02,Ranchi,Tier3,Jharkhand,Salaried-IT,Single,BR-013,2023-06-26,Premium,Instagram Ad,Early Morning (5-7am),False,Muscle Gain,Website,False,27.5,False
