member_id,full_name,gender,date_of_birth,city,city_tier,state,occupation,marital_status,gym_branch_id,join_date,membership_type,referral_source,preferred_workout_time,has_personal_trainer,primary_goal,signup_channel
MBR-012311,Puneet Aggarwal,Male,1973/10/15,Mumbai,Tier1,Maharashtra,Homemaker,Married,BR-036,2022/05/06,Basic,Instagram Ad,Early Morning (5-7am),True,Sports Training,Website
MBR-001591,Parth Save,Male,02-07-1990,Mumbai,Tier1,Maharashtra,Homemaker,Married,BR-016,03-02-2025,Premium,Walk-in,Late Night,False,Muscle Gain,In-person
MBR-010308,Rajesh Aggarwal,Male,1990/05/10,Chandigarh,Tier2,Punjab,Homemaker,Married,BR-008,28-12-2024,Basic,Justdial,Late Night,False,Weight Loss,In-person
MBR-013017,Chirag Kulkarni,Male,2003/09/13,Mumbai,Tier1,Maharashtra,Student,Single,BR-026,08-07-2022,Premium,Walk-in,Morning,False,Muscle Gain,In-person
MBR-007766,Gaurav Anand,Male,1992/07/28,Delhi,Tier1,Delhi,Homemaker,Single,BR-018,2022/12/18,PT-Combo,Justdial,Evening (6-9pm),True,General Fitness,Website
MBR-007491,Pratik Save,Male,01-11-1994,Mumbai,Tier1,Maharashtra,Salaried-Non IT,Married,BR-036,2024/01/16,Standard,Corporate Tie-up,Late Night,False,General Fitness,App
MBR-001308,Deepak Tiwari,Other,1994/03/01,Gurugram,Tier1,Haryana,Business Owner,Single,BR-037,26-02-2024,PT-Combo,Instagram Ad,Late Night,False,Weight Loss,App
MBR-007038,Manoj Achary,Male,09-03-2005,Chennai,Tier1,Tamil Nadu,Student,Single,BR-010,2024/09/12,Standard,Walk-in,Afternoon,False,General Fitness,App
MBR-004768,Aditi Sharma,Female,19-03-1998,Delhi,Tier1,Delhi,Salaried-Non IT,Single,BR-005,2025/03/25,Standard,Walk-in,Evening (6-9pm),False,Sports Training,App
MBR-001673,Sathish Varma,Male,13-03-2007,Hyderabad,Tier1,Telangana,Student,Single,BR-022,21-09-2023,Standard,Justdial,Evening (6-9pm),False,Weight Loss,App
MBR-002230,Lakshmi Nair,Female,02-06-1978,Bengaluru,Tier1,Karnataka,Govt Employee,Married,BR-033,2021/01/11,Standard,Friend Referral,Morning,False,Weight Loss,In-person
MBR-017434,Partha Ghosh,Male,1993/06/25,Delhi,Tier1,Delhi,Govt Employee,Single,BR-028,11-07-2025,Premium,Friend Referral,Late Night,False,Muscle Gain,In-person
MBR-000294,Kunal Kale,Male,12-08-1993,Ahmedabad,Tier1,Gujarat,Salaried-IT,Married,BR-038,23-05-2022,Basic,Instagram Ad,Morning,False,Weight Loss,Website
MBR-010883,Revathi Venkataraman,Female,10-01-1994,Bangalore,Tier1,Karnataka,Salaried-IT,Married,BR-033,01-02-2023,Basic,Walk-in,Early Morning (5-7am),False,Weight Loss,Website
MBR-004223,Santhosh Krishnan,Male,1998/12/14,Hyderabad,Tier1,Telangana,Student,Married,BR-011,11-10-2023,Basic,Walk-in,Late Night,False,Muscle Gain,In-person
MBR-007576,Sudeshna Chatterjee,Female,15-05-1995,Mumbai,Tier1,Maharashtra,Salaried-Non IT,Single,BR-026,2025/08/17,Basic,Friend Referral,Evening (6-9pm),False,General Fitness,In-person
MBR-006344,Nikhil Mishra,Male,1996/07/02,Bhopal,Tier2,Madhya Pradesh,Freelancer,Single,BR-034,12-10-2021,Basic,Corporate Tie-up,Evening (6-9pm),False,Muscle Gain,App
MBR-016911,Debjani Chakraborty,Other,2001/05/17,Ranchi,Tier3,Jharkhand,Student,Single,BR-013,2025/07/16,PT-Combo,Friend Referral,Morning,True,General Fitness,App
MBR-000687,Meena Rao,Female,28-01-2008,Visakhapatnam,Tier2,Andhra Pradesh,Freelancer,Single,BR-024,2024/12/28,Standard,Friend Referral,Early Morning (5-7am),False,General Fitness,App
MBR-011518,Shalini Bansal,Female,1995/08/02,Delhi,Tier1,Delhi,Business Owner,Married,BR-005,2021/12/15,Basic,Walk-in,Early Morning (5-7am),False,Weight Loss,Website
MBR-012441,Praveen Murthy,Male,10-04-1994,Hyderabad,Tier1,Telangana,Govt Employee,Other,BR-022,2024/07/13,Basic,Corporate Tie-up,Evening (6-9pm),False,Muscle Gain,App
MBR-012995,Vignesh Achary,Male,1989/12/02,Nagpur,Tier2,Maharashtra,Govt Employee,Married,BR-021,15-01-2021,Standard,Corporate Tie-up,Evening (6-9pm),False,Muscle Gain,In-person
MBR-014281,Siddharth Rana,Male,1995/03/24,Surat,Tier2,Gujarat,Freelancer,Married,BR-031,20-01-2023,PT-Combo,Friend Referral,Evening (6-9pm),True,General Fitness,In-person
MBR-000323,Abhijit Bhatt,Male,16-05-1989,Kolkata,Tier1,West Bengal,Govt Employee,Married,BR-017,21-08-2023,Basic,Aggregator App,Late Night,False,General Fitness,In-person
MBR-000479,Harish Menon,Male,06-09-2007,Hyderabad,Tier2,Telangana,Student,Single,BR-022,2023/12/26,Basic,Walk-in,Early Morning (5-7am),False,Weight Loss,App
MBR-005701,Aravind Krishnan,Male,2009/11/06,Coimbatore,Tier2,Tamil Nadu,Freelancer,Single,BR-019,27-01-2025,Basic,Friend Referral,Late Night,False,General Fitness,App
MBR-001890,Suyash Gaikwad,Male,11-07-2006,Nagpur,Tier2,Maharashtra,Freelancer,Other,BR-021,2022/09/22,Basic,Walk-in,Evening (6-9pm),False,General Fitness,App
MBR-005763,Kishore Balan,Male,2001/09/23,Jaipur,Tier2,Rajasthan,Salaried-Non IT,Single,BR-013,21-04-2025,Premium,Walk-in,Morning,False,General Fitness,App
MBR-011391,Naveen Saxena,Male,16-12-1976,Mumbai,Tier1,Maharashtra,Salaried-Non IT,Married,BR-039,2022/01/11,Basic,Walk-in,Morning,False,Weight Loss,App
MBR-000813,Kunal Sethi,Male,03-02-1992,Jaipur,Tier2,Rajasthan,Salaried-IT,Married,BR-020,14-02-2021,Premium,Instagram Ad,Afternoon,False,Weight Loss,Website
MBR-004347,Srinivas Achary,Male,01-09-1972,Bengaluru,Tier1,Karnataka,Salaried-Non IT,Single,BR-033,2023/01/09,Standard,Walk-in,Evening (6-9pm),False,General Fitness,In-person
MBR-006222,Srinivas Nair,Male,14-09-2000,Surat,Tier2,Gujarat,Salaried-IT,Single,BR-031,2024/06/07,Standard,Corporate Tie-up,Evening (6-9pm),False,Sports Training,App
MBR-015601,Manoj Chandran,Male,12-10-1992,Bangalore,Tier1,Karnataka,Homemaker,Married,BR-033,2023/11/03,Basic,Walk-in,Afternoon,False,Muscle Gain,In-person
MBR-004070,Priya Grover,Female,03-10-1990,Delhi,Tier1,Delhi,Business Owner,Married,BR-005,08-08-2023,Standard,Walk-in,Morning,False,Muscle Gain,Website
MBR-002033,Uma Nambiar,Female,11-01-2001,Pune,Tier1,Maharashtra,Business Owner,Single,BR-038,07-05-2024,Basic,Walk-in,Evening (6-9pm),False,Muscle Gain,In-person
MBR-000968,Neha Gaikwad,Female,,Ahmedabad,Tier1,Gujarat,Homemaker,Single,BR-038,25-04-2024,Standard,Instagram Ad,Early Morning (5-7am),False,Weight Loss,App
MBR-011190,Mohit Bhatia,Male,2004/11/16,Gurgaon,Tier1,Haryana,Govt Employee,Single,BR-009,24-05-2021,PT-Combo,Friend Referral,Afternoon,True,Muscle Gain,App
MBR-016893,Vikram Rathi,Male,1987/06/01,Delhi,Tier1,Delhi,Salaried-Non IT,Married,BR-018,03-11-2023,Premium,Friend Referral,Morning,False,General Fitness,App
MBR-006332,Lakshmi Achary,Female,02-09-2001,Chennai,Tier1,Tamil Nadu,Salaried-Non IT,Single,BR-015,2024/11/09,Standard,Friend Referral,Early Morning (5-7am),False,Weight Loss,App
MBR-012535,Dinesh Rao,Male,2002/02/17,Coimbatore,Tier2,Tamil Nadu,Student,Single,BR-019,21-09-2023,Basic,Walk-in,Morning,False,General Fitness,App
MBR-002705,Kunal Kale,Male,1998/04/13,Vadodara,Tier2,Gujarat,Homemaker,Married,BR-003,12-10-2023,Premium,Walk-in,Evening (6-9pm),False,Sports Training,Website
MBR-003375,Manish Singh,Male,28-11-1998,Gurgaon,Tier1,Haryana,Salaried-Non IT,Single,BR-037,13-07-2022,Basic,Instagram Ad,Evening (6-9pm),True,Weight Loss,In-person
MBR-016628,Amit Modi,Male,,Nashik,Tier3,Maharashtra,Salaried-IT,Married,BR-012,28-01-2023,Standard,Instagram Ad,Early Morning (5-7am),True,Weight Loss,In-person
MBR-013211,Anusha Balan,Female,04-10-1998,Bengaluru,Tier1,Karnataka,Freelancer,Married,BR-033,12-03-2024,Premium,Walk-in,Afternoon,False,Weight Loss,In-person
MBR-005602,Piya Sarkar,Female,14-08-1999,Kolkata,Tier1,West Bengal,Salaried-Non IT,Single,BR-017,02-01-2023,Standard,Aggregator App,Evening (6-9pm),False,Weight Loss,In-person
MBR-015606,Abhishek Das,Male,2007/04/04,Kolkata,Tier1,West Bengal,Student,Single,BR-017,2024/04/12,Standard,Instagram Ad,Evening (6-9pm),False,Weight Loss,In-person
MBR-012880,Sathish Krishnan,Male,23-03-1995,Bengaluru,Tier1,Karnataka,Business Owner,Married,BR-033,2022/01/05,PT-Combo,Walk-in,Evening (6-9pm),True,General Fitness,App
MBR-009168,Ankit Chopra,Male,11-12-1996,Guwahati,Tier3,Assam,Homemaker,Married,BR-031,20-11-2024,Premium,Walk-in,Evening (6-9pm),True,Weight Loss,App
MBR-009452,Anil Sethi,Male,22-02-1996,Jaipur,Tier2,Rajasthan,Homemaker,Single,BR-013,19-10-2022,PT-Combo,Instagram Ad,Early Morning (5-7am),True,Muscle Gain,In-person
MBR-013934,Mohit Chopra,Male,1995/01/23,Ahmedabad,Tier1,Gujarat,Freelancer,Single,BR-038,2024/10/09,Premium,Friend Referral,Evening (6-9pm),False,Muscle Gain,App
MBR-016507,Rituparna Chatterjee,Female,06-12-1996,Indore,Tier2,Madhya Pradesh,Govt Employee,Other,BR-018,2024/09/08,Premium,Walk-in,Early Morning (5-7am),True,Rehab,App
MBR-016965,Vishal Modi,Male,1993/07/14,Pune,Tier1,Maharashtra,Salaried-Non IT,Married,BR-035,22-04-2025,Premium,Justdial,Early Morning (5-7am),False,General Fitness,In-person
MBR-013823,Kavita Anand,Female,04-08-1994,Mumbai,Tier1,Maharashtra,Salaried-IT,Married,BR-039,2023/12/09,Premium,Friend Referral,Evening (6-9pm),False,Weight Loss,App
MBR-001868,Vani Nair,Female,14-11-2001,Visakhapatnam,Tier2,Andhra Pradesh,Salaried-IT,Single,BR-024,07-05-2024,Basic,Justdial,Evening (6-9pm),False,Weight Loss,App
MBR-009903,Ganesh Nair,Male,2001/11/27,Ahmedabad,Tier1,Gujarat,Salaried-Non IT,Single,BR-038,01-12-2024,Standard,Walk-in,Afternoon,False,Weight Loss,In-person
MBR-014754,Ankit Grover,Male,1996/07/09,Lucknow,Tier2,Uttar Pradesh,Salaried-Non IT,Single,BR-040,21-11-2023,Premium,Instagram Ad,Evening (6-9pm),False,Muscle Gain,Website
MBR-002101,Debojit Sen,Male,1998/08/10,Jaipur,Tier2,Rajasthan,Student,Single,BR-013,18-10-2023,Standard,Justdial,Late Night,False,General Fitness,App
MBR-000870,Manas Banerjee,Male,25-08-1994,Mumbai,Tier1,Maharashtra,Govt Employee,Single,BR-036,2022/09/23,Basic,Instagram Ad,Late Night,False,General Fitness,In-person
MBR-011656,Nishant Pawar,Male,12-11-2002,Nashik,Tier3,Maharashtra,Student,Single,BR-012,08-03-2021,Premium,Friend Referral,Early Morning (5-7am),False,Pre-Wedding Prep,App
MBR-001999,Ankit Saxena,Male,2000/06/12, Nashik,Tier3,Maharashtra,Freelancer,Single,BR-012,2022/06/17,Basic,Walk-in,Early Morning (5-7am),False,Muscle Gain,In-person
MBR-014404,Vani Nair,Female,26-08-1998,Kolkata,Tier1,West Bengal,Homemaker,Single,BR-017,18-02-2024,Standard,Walk-in,Late Night,False,Muscle Gain,App
MBR-004429,Radha Rao,Female,05-01-1996,Surat,Tier2,Gujarat,Salaried-IT,Married,BR-031,26-08-2025,Basic,Walk-in,Early Morning (5-7am),False,Weight Loss,Website
MBR-006481,Vishal Chavan,Male,16-11-2001,Kolkata,Tier1,West Bengal,Govt Employee,Single,BR-017,2024/01/26,Standard,Instagram Ad,Evening (6-9pm),True,Muscle Gain,In-person
MBR-015249,Revathi Balan,Female,07-08-2004,Bangalore,Tier1,Karnataka,Student,Married,BR-033,22-08-2024,Basic,Friend Referral,Early Morning (5-7am),False,Rehab,In-person
MBR-000473,Padma Murthy,Female,10-02-2005,Ahmedabad,Tier1,Gujarat,Student,Single,BR-038,11-03-2022,Basic,Walk-in,Afternoon,False,Weight Loss,Website
MBR-009058,Jayesh Deshmukh,Male,01-02-2001,Mumbai,Tier1,Maharashtra,Salaried-IT,Single,BR-029,16-09-2025,PT-Combo,Friend Referral,Evening (6-9pm),True,Weight Loss,In-person
MBR-003584,Naveen Balan,Male,2008/06/02,Hyderabad,Tier1,Telangana,Business Owner,Single,BR-011,2025/07/18,Standard,Friend Referral,Afternoon,False,Muscle Gain,In-person
MBR-002933,Manoj Chandran,Male,1993/02/05,Nagpur,Tier2,Maharashtra,Freelancer,Married,BR-007,17-11-2021,Basic,Friend Referral,Afternoon,False,General Fitness,App
MBR-014814,Amit Jadhav,Male,19-11-1987,Mumbai,Tier1,Maharashtra,Business Owner,Married,BR-029,06-10-2021,Premium,Walk-in,Afternoon,False,Muscle Gain,In-person
MBR-005426,Snehal Jadhav,Female,03-04-1999,Ahmedabad,Tier1,Gujarat,Salaried-Non IT,Single,BR-038,2023/04/12,Premium,Walk-in,Evening (6-9pm),True,General Fitness,In-person
MBR-003389,Trupti Joshi,Female,1993/04/28,Kolkata,Tier1,West Bengal,Business Owner,Single,BR-017,11-11-2021,Standard,Friend Referral,Evening (6-9pm),False,Weight Loss,Website
MBR-013894,Nikhil Deshmukh,Male,1979/07/08,Pune,Tier1,Maharashtra,Homemaker,Married,BR-038,2025/03/03,Premium,Aggregator App,Early Morning (5-7am),False,Weight Loss,In-person
MBR-002181,Nikhil Verma,Male,1992/12/10,Gurgaon,Tier1,Haryana,Salaried-IT,Married,BR-009,13-10-2022,Standard,Instagram Ad,Late Night,False,General Fitness,App
MBR-004744,Shraddha Mehta,Other,1995/12/08,Pune,Tier1,Maharashtra,Business Owner,Single,BR-027,22-03-2022,Basic,Walk-in,Early Morning (5-7am),True,Weight Loss,App
MBR-007394,Nishant Patel,Male,26-02-1999,Mumbai,Tier1,Maharashtra,Salaried-Non IT,Single,BR-026,12-06-2025,Standard,Walk-in,Early Morning (5-7am),False,General Fitness,App
MBR-011474,Ananya Pal,Female,1994/07/02,Kolkata,Tier1,West Bengal,Freelancer,Married,BR-017,2023/11/07,Basic,Aggregator App,Morning,False,Muscle Gain,App
MBR-009953,Manas Dutta,Male,1986/02/22,Ahmedabad,Tier1,Gujarat,Salaried-Non IT,Married,BR-038,24-03-2022,Standard,Friend Referral,Evening (6-9pm),False,Weight Loss,In-person
MBR-009821,Rajesh Bhalla,Male,07-02-1999,Bengaluru,Tier1,Karnataka,Salaried-IT,Married,BR-033,2024/03/09,Standard,Friend Referral,Evening (6-9pm),False,Weight Loss,In-person
MBR-001150,Shraddha Pawar,Female,25-09-1993,Pune,Tier1,Maharashtra,Salaried-IT,Single,BR-027,03-07-2023,Standard,Aggregator App,Evening (6-9pm),False,General Fitness,In-person
MBR-001161,Shalini Anand,Female,1996/04/11,Lucknow,Tier2,Uttar Pradesh,Freelancer,Other,BR-030,2022/09/25,Standard,Walk-in,Evening (6-9pm),False,General Fitness,Website
MBR-008001,Yash Jadhav,Male,20-10-1998,Bengaluru,Tier1,Karnataka,Salaried-Non IT,Other,BR-033,02-12-2022,PT-Combo,Friend Referral,Afternoon,True,Weight Loss,In-person
MBR-013789,Rajesh Kapoor,Other,04-08-2003,Jaipur,Tier2,Rajasthan,Homemaker,Single,BR-020,14-12-2022,Standard,Walk-in,Early Morning (5-7am),False,Weight Loss,In-person
MBR-010791,Harsh Singh,Male,03-12-2003,Jaipur,Tier2,Rajasthan,Student,Single,BR-020,2021/10/03,Standard,Aggregator App,Morning,False,Muscle Gain,App
MBR-014626,Kavita Verma,Female,1988/07/11,Delhi,Tier1,Delhi,Business Owner,Married,BR-005,12-04-2023,Premium,Walk-in,Evening (6-9pm),False,Weight Loss,Website
MBR-000794,Ritu Tiwari,Female,26-03-1996,Jalandhar,Tier2,Punjab,Salaried-Non IT,Single,BR-007,2025/01/20,PT-Combo,Walk-in,Evening (6-9pm),False,Pre-Wedding Prep,In-person
MBR-004874,Vani Menon,Female,1992/03/10,Ahmedabad,Tier1,Gujarat,Salaried-IT,Married,BR-038,12-07-2025,Premium,Aggregator App,Evening (6-9pm),False,Sports Training,In-person
MBR-006198,Ishita Gupta,Female,12-02-1993,Indore,Tier2,Madhya Pradesh,Business Owner,Married,BR-018,03-06-2024,Basic,Instagram Ad,Early Morning (5-7am),False,Weight Loss,In-person
MBR-002900,Debashish Roy,Male,2004/05/18,Indore,Tier2,Madhya Pradesh,Student,Single,BR-018,23-02-2022,Standard,Walk-in,Evening (6-9pm),False,Muscle Gain,Website
MBR-003741,Arindam  Bhattacharya,Male,2006/04/27,Guwahati,Tier3,Assam,Freelancer,Single,BR-031,2023/07/07,PT-Combo,Walk-in,Evening (6-9pm),True,Muscle Gain,App
MBR-006763,Priya Jadhav,Female,1995/05/22,Surat,Tier2,Gujarat,Govt Employee,Single,BR-031,2022/02/13,Basic,Instagram Ad,Afternoon,False,Weight Loss,Website
MBR-014420,Deepika Chopra,Female,1993/04/08,Surat,Tier2,Gujarat,Salaried-IT,Married,BR-031,14-02-2023,Premium,Walk-in,Early Morning (5-7am),False,Muscle Gain,Website
MBR-017467,Mihir Desai,Male,16-09-1995,Indore,Tier2,Madhya Pradesh,Freelancer,Married,BR-018,25-08-2021,Premium,Walk-in,Evening (6-9pm),False,General Fitness,In-person
MBR-007228,Parth Pawar,Male,1995/10/22,Nagpur,Tier2,Maharashtra,Salaried-IT,Married,BR-025,17-01-2025,Basic,Justdial,Evening (6-9pm),False,Weight Loss,App
MBR-004306,Padma Nair,Female,15-10-2007,Mumbai,Tier1,Maharashtra,Freelancer,Single,BR-029,10-02-2023,Standard,Corporate Tie-up,Morning,False,Weight Loss,App
MBR-011778,Dinesh Naidu,Male,2004/11/03,Hyderabad,Tier1,Telangana,Student,Single,BR-011,2023/01/13,Standard,Instagram Ad,Evening (6-9pm),False,Weight Loss,App
MBR-013646,Anil Khanna,Male,01-05-1996,Lucknow,Tier2,Uttar Pradesh,Salaried-IT,Single,BR-040,22-08-2025,Standard,Instagram Ad,Evening (6-9pm),True,Weight Loss,Website
MBR-014521,Siddharth Chauhan,Male,06-11-1992,Kolkata,Tier1,West Bengal,Freelancer,Married,BR-017,25-01-2021,Standard,Walk-in,Morning,True,Weight Loss,App
MBR-014202,Suresh Anand,Male,1996/07/08,Lucknow,Tier2,Uttar Pradesh,Freelancer,Single,BR-040,2022/04/21,Premium,Corporate Tie-up,Morning,True,Weight Loss,App
MBR-009213,Sowmya Raman,Female,01-01-2005,Bangalore,Tier1,Karnataka,Student,Single,BR-033,2024/01/04,Premium,Friend Referral,Evening (6-9pm),False,Muscle Gain,App
MBR-008801,Suman Saha,Male,08-02-1991,Ahmedabad,Tier1,Gujarat,Govt Employee,Married,BR-038,16-07-2022,Premium,Justdial,Morning,False,Weight Loss,In-person
MBR-006823,Vijay Venkataraman,Male,23-10-2006,Bangalore,Tier1,Karnataka,Student,Single,BR-033,2022/01/16,PT-Combo,Instagram Ad,Late Night,True,General Fitness,App
MBR-010289,Lakshmi Iyer,Female,11-10-2008,Chennai,Tier1,Tamil Nadu,Salaried-Non IT,Single,BR-010,2025/06/14,Premium,Friend Referral,Evening (6-9pm),True,Weight Loss,In-person
MBR-000210,Rajesh Aggarwal,Male,02-10-1997,Gurgaon,Tier1,Haryana,Business Owner,Single,BR-037,08-11-2021,Standard,Friend Referral,Early Morning (5-7am),False,Weight Loss,In-person
MBR-003799,Omkar Chavan,Male,2006/12/25,Nagpur,Tier2,Maharashtra,Salaried-IT,Single,BR-001,2024/01/09,PT-Combo,Walk-in,Afternoon,True,General Fitness,App
MBR-015230,Ankit Bhalla,Male,02-09-1995,Delhi,Tier1,Delhi,Salaried-Non IT,Married,BR-018,2024/02/18,Premium,Corporate Tie-up,Late Night,False,Sports Training,App
MBR-016538,Ashish Verma,Male,04-12-1997,Lucknow,Tier2,Uttar Pradesh,Salaried-Non IT,Single,BR-030,25-10-2024,Basic,Instagram Ad,Late Night,False,Rehab,Website
MBR-009783,Mohit Mehta,Male,07-07-2006,Gurugram,Tier1,Haryana,Student,Single,BR-037,2023/10/17,PT-Combo,Walk-in,Evening (6-9pm),True,Muscle Gain,In-person
MBR-010635,Suresh Mehta,Male,16-05-2002,Jaipur,Tier2,Rajasthan,Student,Single,BR-020,2023/01/07,Standard,Instagram Ad,Evening (6-9pm),False,Rehab,App
MBR-001968,Chirag Bhosale,Male,24-09-2007,Mumbai,Tier1,Maharashtra,Business Owner,Single,BR-036,05-02-2023,Basic,Walk-in,Evening (6-9pm),True,Muscle Gain,In-person
MBR-011399,Anita Khurana,Female,02-11-1971,Delhi,Tier1,Delhi,Govt Employee,Single,BR-005,16-02-2022,Premium,Walk-in,Evening (6-9pm),True,Weight Loss,Website
MBR-014605,Tarun Malhotra,Male,01-12-2002,Mumbai,Tier1,Maharashtra,Salaried-Non IT,Single,BR-039,2025/03/07,Standard,Justdial,Evening (6-9pm),False,General Fitness,App
MBR-002434,Anjali Aggarwal,Female,18-08-2001,Jaipur,Tier2,Rajasthan,Student,Single,BR-020,2023/07/23,PT-Combo,Walk-in,Evening (6-9pm),True,Weight Loss,App
MBR-015580,Tanvi Arora,Female,2001/08/18,Mumbai,Tier1,Maharashtra,Business Owner,Other,BR-036,18-03-2022,Basic,Aggregator App,Evening (6-9pm),False,Weight Loss,App
MBR-000598,Isha Chopra,Female,27-02-1996,Ahmedabad,Tier1,Gujarat,Freelancer,Married,BR-038,21-10-2022,Standard,Walk-in,Evening (6-9pm),True,General Fitness,Website
MBR-014861,Santhosh Shetty,Male,1980/04/24,Chennai,Tier1,Tamil Nadu,Homemaker,Married,BR-002,2025/04/03,Premium,Aggregator App,Evening (6-9pm),False,Muscle Gain,App
MBR-011490,Sayali Bhatt,Female,03-01-1997,Ahmedabad,Tier1,Gujarat,Salaried-IT,Single,BR-038,26-01-2024,Basic,Walk-in,Afternoon,False,Sports Training,App
MBR-006247,Piya Nag,Female,16-11-2007,Kolkata,Tier1,West Bengal,Salaried-Non IT,Single,BR-017,01-09-2025,Basic,Friend Referral,Evening (6-9pm),False,Muscle Gain,App
MBR-013617,Sohini Sen,Female,1980/10/02,Nagpur,Tier2,Maharashtra,Govt Employee,Married,BR-025,09-12-2022,Standard,Friend Referral,Evening (6-9pm),False,Sports Training,In-person
MBR-007404,Deepika Rathi,Female,12-08-1998,Jalandhar,Tier2,Punjab,Govt Employee,Single,BR-007,16-07-2025,Premium,Friend Referral,Late Night,True,Weight Loss,App
MBR-015353,Puneet Anand,Male,11-06-2006,Lucknow,Tier2,Uttar Pradesh,Student,Single,BR-040,16-07-2023,Basic,Instagram Ad,Evening (6-9pm),False,Muscle Gain,In-person
MBR-014576,Rekha Singh,Female,16-10-1996,Jaipur,Tier2,Rajasthan,Govt Employee,Married,BR-013,08-10-2023,Basic,Justdial,Evening (6-9pm),False,Weight Loss,App
MBR-000782,Aditya Grover,Male,27-11-2004,Chandigarh,Tier2,Punjab,Salaried-Non IT,Single,BR-008,17-01-2022,Standard,Instagram Ad,Evening (6-9pm),False,Muscle Gain,In-person
MBR-013496,Debashish Bhattacharya,Male,1994/04/27,Patna,Tier3,Bihar,Business Owner,Single,BR-023,07-10-2024,Basic,Friend Referral,Evening (6-9pm),False,Sports Training,Website
MBR-010586,Abhinav Rana,Male,23-04-2004,Dehradun,Tier3,Uttarakhand,Salaried-IT,Single,BR-004,28-01-2025,Standard,Aggregator App,Evening (6-9pm),True,Sports Training,App
MBR-001361,Aditya Khurana,Male,14-12-2007,Gurgaon,Tier1,Haryana,Salaried-Non IT,Single,BR-037,2024/02/28,Basic,Walk-in,Evening (6-9pm),False,Weight Loss,Website
MBR-002325,Nishant Mehta,Male,2004/06/15,Visakhapatnam,Tier2,Andhra Pradesh,Student,Single,BR-024,06-01-2025,Standard,Walk-in,Morning,False,Weight Loss,App
MBR-011751,Meena Dhawan,Female,12-01-1996,Delhi,Tier1,Delhi,Salaried-Non IT,Single,BR-028,2025/07/13,Basic,Justdial,Evening (6-9pm),False,Sports Training,App
MBR-008041,Ananya Das,Female,01-11-2003,Guwahati,Tier3,Assam,Student,Single,BR-031,2024/06/17,Basic,Walk-in,Afternoon,False,General Fitness,Website
MBR-001481,Shalini Nambiar,Female,,Chennai,Tier1,Tamil Nadu,Salaried-IT,Married,BR-002,18-02-2023,Premium,Aggregator App,Evening (6-9pm),False,Muscle Gain,Website
MBR-007695,Rohit Jadhav,Male,24-08-2002,Mumbai,Tier1,Maharashtra,Student,Single,BR-036,2023/08/06,Standard,Walk-in,Early Morning (5-7am),False,General Fitness,App
MBR-010202,Tanushree Pal,Female,1998/05/25,Kolkata,Tier1,West Bengal,Govt Employee,Single,BR-017,25-04-2024,Basic,Justdial,Evening (6-9pm),False,Pre-Wedding Prep,In-person
MBR-005124,Amit Dhawan,Male,1976/07/09,Delhi,Tier1,Delhi,Govt Employee,Married,BR-028,04-11-2021,Basic,Friend Referral,Early Morning (5-7am),False,Muscle Gain,In-person
MBR-004188,Deepika  Sharma,Female,1992/10/23,Lucknow,Tier2,Uttar Pradesh,Business Owner,Single,BR-040,2024/01/11,PT-Combo,Instagram Ad,Evening (6-9pm),False,Rehab,App
MBR-016677,Sayali Desai,Female,06-01-1993,Mumbai,Tier1,Maharashtra,Salaried-Non IT,Single,BR-026,2023/11/10,PT-Combo,Walk-in,Morning,True,Weight Loss,In-person
MBR-007655,Meena Verma,Female,17-04-2006,Indore,Tier2,Madhya Pradesh,Student,Single,BR-018,2025/06/03,Basic,Walk-in,Evening (6-9pm),False,Weight Loss,Website
MBR-013335,Nikhil Khanna,Male,2004/05/12,Patna,Tier3,Bihar,Student,Single,BR-023,15-02-2022,Standard,Instagram Ad,Evening (6-9pm),True,General Fitness,Website
MBR-016328,Divya Singh,Female,1993/08/18,Delhi,Tier1,Delhi,Business Owner,Single,BR-005,2021/05/26,Standard,Friend Referral,Afternoon,True,Sports Training,In-person
MBR-012050,Nishant Pawar,Male,1996/09/03,Mumbai,Tier1,Maharashtra,Salaried-Non IT,Single,BR-036,2021/02/02,Premium,Walk-in,Afternoon,False,Weight Loss,Website
MBR-005242,Aravind Reddy,Male,21-09-1996,Chennai,Tier1,Tamil Nadu,Freelancer,Single,BR-002,14-06-2021,Basic,Friend Referral,Early Morning (5-7am),False,Weight Loss,App
MBR-010805,Debashish Banerjee,Male,28-11-1997,Ahmedabad,Tier1,Gujarat,Student,Single,BR-038,2023/04/10,Premium,Friend Referral,Early Morning (5-7am),True,General Fitness,App
MBR-001187,Yash Mishra,Male,03-11-1992,Gurgaon,Tier1,Haryana,Govt Employee,Married,BR-037,2025/01/22,Basic,Walk-in,Early Morning (5-7am),False,Muscle Gain,In-person
MBR-001908,Vivek Bhalla,Male,2000/12/03,Indore,Tier2,Madhya Pradesh,Homemaker,Single,BR-018,10-02-2024,PT-Combo,Walk-in,Evening (6-9pm),True,General Fitness,App
MBR-004089,Rekha Bhatia,Female,1995/05/03,Lucknow,Tier2,Uttar Pradesh,Salaried-Non IT,Married,BR-030,09-06-2025,PT-Combo,Walk-in,Late Night,True,Weight Loss,App
